CollectionID,LoanID,CollectionDate,AmountCollected,OutstandingBalance,CollectionStatus,Remarks
2549,2549,2024-02-16,18249,97442,Partial,Delayed
2550,2550,2024-02-02,17621,79770,Partial,Pending
2551,2551,2024-09-26,16737,60632,Overdue,Delayed
2552,2552,2024-06-15,1561,95410,Overdue,Pending
2553,2553,2024-05-09,10464,51517,Overdue,On time
2554,2554,2024-01-10,16763,82782,Overdue,Delayed
2555,2555,2024-02-22,4049,7849,Partial,Delayed
2556,2556,2024-01-03,7766,85859,Full,Delayed
2557,2557,2024-01-16,5370,74250,Overdue,Delayed
2558,2558,2024-01-17,12340,31890,Overdue,On time
2559,2559,2024-03-01,2156,59505,Full,On time
2560,2560,2024-04-29,6686,36449,Partial,On time
2561,2561,2024-05-24,19192,86304,Overdue,Delayed
2562,2562,2024-09-05,10749,75007,Full,Pending
2563,2563,2024-03-30,3985,32523,Full,On time
2564,2564,2024-08-15,9429,24327,Overdue,On time
2565,2565,2024-09-08,8195,56926,Overdue,Pending
2566,2566,2024-03-31,2665,80412,Full,Delayed
2567,2567,2024-01-29,18321,95597,Partial,Delayed
2568,2568,2024-04-01,12272,24703,Overdue,Pending
2569,2569,2024-02-20,17451,80960,Full,Pending
2570,2570,2024-09-06,10340,26736,Partial,On time
2571,2571,2024-02-14,12842,1969,Partial,On time
2572,2572,2024-05-06,14652,2249,Partial,Delayed
2573,2573,2024-05-03,7763,99384,Full,Pending
2574,2574,2024-01-27,18484,75759,Partial,Pending
2575,2575,2024-03-21,4315,84709,Full,Pending
2576,2576,2024-01-03,8151,81173,Overdue,Delayed
2577,2577,2024-05-05,6605,48362,Partial,Delayed
2578,2578,2024-05-12,5230,10363,Full,Delayed
2579,2579,2024-07-05,6264,35233,Partial,Pending
2580,2580,2024-01-14,1706,29294,Partial,Pending
2581,2581,2024-07-21,3903,75176,Full,On time
2582,2582,2024-03-20,4471,92769,Overdue,On time
2583,2583,2024-09-02,11733,76220,Partial,On time
2584,2584,2024-09-02,11157,4450,Full,Pending
2585,2585,2024-06-14,11670,81506,Full,Pending
2586,2586,2024-08-03,2510,71543,Partial,Delayed
2587,2587,2024-10-13,9206,49610,Overdue,On time
2588,2588,2024-03-11,2158,23766,Full,On time
2589,2589,2024-09-21,4224,79475,Partial,Pending
2590,2590,2024-02-08,15690,60223,Full,On time
2591,2591,2024-04-20,1544,42085,Overdue,Delayed
2592,2592,2024-04-27,1498,6606,Full,Delayed
2593,2593,2024-04-20,13058,82642,Overdue,Delayed
2594,2594,2024-07-20,15221,14168,Partial,Delayed
2595,2595,2024-07-22,16344,64422,Full,Delayed
2596,2596,2024-08-27,14422,50540,Overdue,Delayed
2597,2597,2024-05-28,17944,39594,Overdue,Pending
2598,2598,2024-05-29,12964,82680,Overdue,Pending
2599,2599,2024-08-15,13876,36504,Overdue,Pending
2600,2600,2024-08-28,15995,38974,Partial,Pending
2601,2601,2024-10-05,12462,37212,Overdue,On time
2602,2602,2024-07-09,2354,88551,Overdue,On time
2603,2603,2024-02-25,9808,60812,Partial,Pending
2604,2604,2024-07-13,12926,70078,Overdue,On time
2605,2605,2024-09-25,12264,30424,Partial,Delayed
2606,2606,2024-03-27,9364,84503,Full,Pending
2607,2607,2024-06-13,15348,95707,Partial,On time
2608,2608,2024-06-23,11803,64264,Overdue,Delayed
2609,2609,2024-09-04,14750,92675,Overdue,Delayed
2610,2610,2024-06-20,8114,83811,Partial,On time
2611,2611,2024-10-06,13454,21890,Partial,Pending
2612,2612,2024-04-23,17590,66245,Full,Pending
2613,2613,2024-09-06,13860,9774,Overdue,Pending
2614,2614,2024-06-09,17128,19561,Full,On time
2615,2615,2024-02-28,14197,4476,Partial,On time
2616,2616,2024-10-17,8179,1243,Partial,Delayed
2617,2617,2024-01-03,14483,61014,Overdue,On time
2618,2618,2024-02-20,8301,48861,Overdue,Delayed
2619,2619,2024-05-22,17407,80827,Overdue,Pending
2620,2620,2024-07-19,2364,40876,Full,Delayed
2621,2621,2024-10-13,13351,21112,Partial,On time
2622,2622,2024-09-30,3647,56707,Full,Pending
2623,2623,2024-03-06,8746,49220,Full,Pending
2624,2624,2024-05-23,11838,78660,Full,Pending
2625,2625,2024-04-21,16244,20931,Full,Pending
2626,2626,2024-03-22,1483,43721,Partial,On time
2627,2627,2024-01-28,10184,7277,Overdue,Pending
2628,2628,2024-07-23,2160,33483,Full,Delayed
2629,2629,2024-03-25,960,63548,Overdue,Pending
2630,2630,2024-03-08,9422,11164,Overdue,On time
2631,2631,2024-10-01,13200,44676,Full,Pending
2632,2632,2024-07-30,12450,74825,Overdue,Pending
2633,2633,2024-02-11,11010,6054,Partial,On time
2634,2634,2024-10-13,6149,73584,Full,Pending
2635,2635,2024-02-21,5811,69469,Partial,Delayed
2636,2636,2024-03-14,19622,81788,Full,On time
2637,2637,2024-01-25,2933,66608,Full,On time
2638,2638,2024-02-19,4685,29269,Full,Delayed
2639,2639,2024-03-18,6189,24655,Overdue,On time
2640,2640,2024-08-23,16201,38829,Partial,Pending
2641,2641,2024-02-25,15071,8020,Overdue,On time
2642,2642,2024-09-07,4977,40774,Partial,Pending
2643,2643,2024-01-03,15529,57710,Partial,Delayed
2644,2644,2024-08-31,16600,34509,Overdue,Delayed
2645,2645,2024-04-28,13953,17353,Full,Delayed
2646,2646,2024-08-30,4662,17940,Overdue,On time
2647,2647,2024-02-05,3230,61560,Overdue,Pending
2648,2648,2024-01-23,18236,71450,Partial,Delayed
2649,2649,2024-05-26,15258,90538,Overdue,Delayed
2650,2650,2024-10-13,18680,92255,Partial,Pending
2651,2651,2024-01-04,16026,23687,Partial,Delayed
2652,2652,2024-02-04,14793,8673,Overdue,On time
2653,2653,2024-07-20,7743,15582,Full,Delayed
2654,2654,2024-04-05,10642,72118,Partial,Pending
2655,2655,2024-06-10,2926,12902,Partial,Delayed
2656,2656,2024-04-11,866,52359,Overdue,Delayed
2657,2657,2024-07-09,9500,77670,Full,On time
2658,2658,2024-03-03,5132,20273,Partial,On time
2659,2659,2024-03-20,6852,9324,Partial,Delayed
2660,2660,2024-10-05,3907,78481,Partial,Delayed
2661,2661,2024-08-02,19454,12116,Partial,Pending
2662,2662,2024-06-28,11973,2550,Full,On time
2663,2663,2024-05-13,9747,86521,Full,On time
2664,2664,2024-01-10,3753,40485,Full,On time
2665,2665,2024-07-25,6797,75974,Full,Pending
2666,2666,2024-03-05,4139,80317,Overdue,On time
2667,2667,2024-10-24,11475,83247,Full,Delayed
2668,2668,2024-07-02,7414,53553,Overdue,On time
2669,2669,2024-06-05,7883,29536,Full,Pending
2670,2670,2024-07-20,4594,34436,Full,Delayed
2671,2671,2024-10-01,5107,25156,Partial,Pending
2672,2672,2024-02-03,1044,76562,Overdue,On time
2673,2673,2024-09-15,8908,53298,Overdue,Pending
2674,2674,2024-06-26,15877,65576,Full,Pending
2675,2675,2024-03-09,18932,25275,Overdue,Delayed
2676,2676,2024-03-11,2892,99763,Partial,On time
2677,2677,2024-05-15,15013,35243,Full,Delayed
2678,2678,2024-07-05,9190,17986,Overdue,Pending
2679,2679,2024-06-29,10890,64291,Partial,Delayed
2680,2680,2024-05-04,16438,61602,Overdue,On time
2681,2681,2024-04-11,14766,10638,Full,Delayed
2682,2682,2024-10-17,893,11563,Overdue,On time
2683,2683,2024-05-21,5892,86838,Partial,Pending
2684,2684,2024-08-06,7560,79280,Full,Delayed
2685,2685,2024-08-31,8558,3544,Overdue,Delayed
2686,2686,2024-04-13,9250,47070,Overdue,On time
2687,2687,2024-07-06,13354,47527,Overdue,Pending
2688,2688,2024-02-22,8363,28040,Partial,On time
2689,2689,2024-05-27,19288,49038,Partial,Pending
2690,2690,2024-03-01,10048,86058,Full,Pending
2691,2691,2024-08-09,2710,95466,Overdue,On time
2692,2692,2024-01-13,16591,81126,Partial,Delayed
2693,2693,2024-05-06,6171,89239,Partial,Pending
2694,2694,2024-02-25,5705,11008,Overdue,Delayed
2695,2695,2024-08-28,1442,18696,Full,On time
2696,2696,2024-02-05,18552,11156,Full,Pending
2697,2697,2024-07-17,5658,27880,Partial,On time
2698,2698,2024-09-17,19869,8703,Partial,On time
2699,2699,2024-10-15,2716,40356,Overdue,Pending
2700,2700,2024-06-25,6202,36753,Partial,On time
2701,2701,2024-05-28,17596,72143,Overdue,Pending
2702,2702,2024-09-12,16315,10246,Overdue,Delayed
2703,2703,2024-08-03,7885,61805,Full,On time
2704,2704,2024-04-03,13965,1455,Overdue,On time
2705,2705,2024-10-10,2683,69507,Overdue,Pending
2706,2706,2024-02-09,3190,96013,Overdue,Pending
2707,2707,2024-06-01,13851,92642,Partial,Delayed
2708,2708,2024-01-21,17008,48657,Partial,Delayed
2709,2709,2024-08-01,3663,44246,Partial,Delayed
2710,2710,2024-03-11,10496,85435,Full,Pending
2711,2711,2024-10-05,16702,32450,Overdue,On time
2712,2712,2024-06-19,16276,46361,Overdue,Delayed
2713,2713,2024-02-16,2447,19824,Partial,Delayed
2714,2714,2024-09-07,17400,97038,Full,Pending
2715,2715,2024-07-01,18453,54972,Full,On time
2716,2716,2024-03-09,11251,14562,Overdue,On time
2717,2717,2024-01-25,4931,60433,Full,Delayed
2718,2718,2024-06-26,17700,56502,Partial,Delayed
2719,2719,2024-09-23,12672,76563,Overdue,Pending
2720,2720,2024-03-24,18243,23437,Full,Delayed
2721,2721,2024-03-18,13873,44330,Overdue,Delayed
2722,2722,2024-06-21,14769,35427,Partial,Delayed
2723,2723,2024-10-05,9616,12227,Partial,Delayed
2724,2724,2024-10-09,11558,36718,Partial,Pending
2725,2725,2024-03-25,8805,65250,Overdue,Pending
2726,2726,2024-08-07,7872,18608,Full,Delayed
2727,2727,2024-09-11,2216,77157,Overdue,On time
2728,2728,2024-08-14,6962,94752,Partial,On time
2729,2729,2024-03-13,1718,3599,Overdue,Delayed
2730,2730,2024-01-12,9124,43048,Full,On time
2731,2731,2024-05-06,10432,9957,Full,Pending
2732,2732,2024-03-11,10588,23183,Partial,Delayed
2733,2733,2024-03-08,4196,76774,Full,Delayed
2734,2734,2024-03-01,1055,53590,Full,Pending
2735,2735,2024-08-11,3474,78803,Full,On time
2736,2736,2024-08-08,6323,86809,Overdue,On time
2737,2737,2024-08-26,2135,58768,Overdue,Pending
2738,2738,2024-03-24,17393,36513,Partial,Delayed
2739,2739,2024-10-14,9044,37294,Partial,Pending
2740,2740,2024-06-08,18432,4545,Partial,Pending
2741,2741,2024-03-07,16741,13474,Overdue,Delayed
2742,2742,2024-02-09,5818,37311,Full,Pending
2743,2743,2024-10-11,656,76823,Full,Pending
2744,2744,2024-06-14,13468,306,Partial,Delayed
2745,2745,2024-05-06,19650,53504,Partial,Delayed
2746,2746,2024-09-12,9547,94459,Overdue,On time
2747,2747,2024-08-15,3572,28957,Overdue,Delayed
2748,2748,2024-01-30,15502,59441,Overdue,Pending
2749,2749,2024-09-05,5164,29827,Full,On time
2750,2750,2024-04-27,18202,39345,Full,Delayed
2751,2751,2024-04-01,10201,49697,Full,On time
2752,2752,2024-08-02,19109,44460,Partial,Delayed
2753,2753,2024-08-01,5118,56504,Full,On time
2754,2754,2024-02-25,19041,15386,Partial,Pending
2755,2755,2024-04-01,17037,34732,Partial,Delayed
2756,2756,2024-03-05,16210,49957,Full,Pending
2757,2757,2024-05-06,9345,65770,Partial,Pending
2758,2758,2024-09-10,3811,95286,Overdue,Delayed
2759,2759,2024-05-21,9021,38198,Overdue,Pending
2760,2760,2024-09-29,11632,1194,Overdue,Pending
2761,2761,2024-04-04,9115,36222,Full,Pending
2762,2762,2024-08-12,6720,2599,Overdue,Delayed
2763,2763,2024-07-28,4766,90667,Partial,On time
2764,2764,2024-03-19,1771,67843,Full,Pending
2765,2765,2024-05-04,17751,60778,Partial,On time
2766,2766,2024-08-03,6358,36142,Partial,On time
2767,2767,2024-04-29,7438,31792,Partial,On time
2768,2768,2024-04-13,12936,64760,Full,Delayed
2769,2769,2024-06-11,815,65226,Overdue,Pending
2770,2770,2024-02-17,2184,48541,Partial,Pending
2771,2771,2024-07-08,2293,33420,Full,On time
2772,2772,2024-10-08,15015,19726,Partial,On time
2773,2773,2024-09-07,2837,22483,Overdue,On time
2774,2774,2024-06-28,19657,89508,Overdue,Pending
2775,2775,2024-10-13,18809,18545,Partial,On time
2776,2776,2024-10-15,3065,12776,Overdue,Pending
2777,2777,2024-07-10,8217,22993,Overdue,Pending
2778,2778,2024-03-25,12032,55540,Overdue,Delayed
2779,2779,2024-03-03,13897,54137,Partial,On time
2780,2780,2024-06-01,3200,74239,Partial,On time
2781,2781,2024-04-22,19442,11103,Full,Delayed
2782,2782,2024-04-05,8292,63013,Full,On time
2783,2783,2024-01-08,11476,20801,Full,On time
2784,2784,2024-08-09,4089,47245,Full,On time
2785,2785,2024-05-09,14581,7431,Full,Delayed
2786,2786,2024-04-11,11936,44439,Overdue,Delayed
2787,2787,2024-04-08,3611,32115,Overdue,Delayed
2788,2788,2024-08-12,13038,38524,Overdue,Pending
2789,2789,2024-10-27,6531,18681,Partial,On time
2790,2790,2024-07-12,13022,20845,Partial,Delayed
2791,2791,2024-08-25,15270,59470,Overdue,On time
2792,2792,2024-10-04,5242,53990,Full,Pending
2793,2793,2024-10-08,10727,74543,Overdue,Delayed
2794,2794,2024-02-15,4958,97902,Partial,On time
2795,2795,2024-03-11,9582,30612,Overdue,Delayed
2796,2796,2024-06-22,9835,60591,Overdue,Pending
2797,2797,2024-08-22,10877,56104,Partial,Pending
2798,2798,2024-08-14,17445,33698,Overdue,On time
2799,2799,2024-06-19,11811,90732,Full,Pending
2800,2800,2024-01-02,3263,80134,Partial,On time
2801,2801,2024-03-13,2940,8841,Partial,Delayed
2802,2802,2024-08-09,14080,38739,Partial,On time
2803,2803,2024-03-08,9476,82584,Full,Delayed
2804,2804,2024-06-19,17040,6286,Full,Pending
2805,2805,2024-01-28,3829,59484,Overdue,On time
2806,2806,2024-03-03,17422,5996,Overdue,Pending
2807,2807,2024-01-22,2891,16921,Partial,Delayed
2808,2808,2024-05-08,5805,90053,Partial,Delayed
2809,2809,2024-04-05,10406,51347,Overdue,Pending
2810,2810,2024-09-15,12945,5072,Partial,Delayed
2811,2811,2024-08-19,14880,19303,Full,On time
2812,2812,2024-06-30,13270,78207,Overdue,On time
2813,2813,2024-10-22,8862,24391,Full,Delayed
2814,2814,2024-07-23,10860,76388,Partial,Delayed
2815,2815,2024-07-12,2866,61020,Partial,Pending
2816,2816,2024-10-06,6831,18498,Partial,On time
2817,2817,2024-02-13,7639,99294,Partial,Delayed
2818,2818,2024-03-24,19820,21359,Partial,On time
2819,2819,2024-07-09,12710,27598,Overdue,Delayed
2820,2820,2024-10-01,12280,59906,Full,On time
2821,2821,2024-05-06,13473,53258,Overdue,On time
2822,2822,2024-02-23,12022,71043,Overdue,Pending
2823,2823,2024-08-13,13590,75947,Overdue,On time
2824,2824,2024-08-04,4454,28472,Partial,On time
2825,2825,2024-07-20,719,31514,Overdue,On time
2826,2826,2024-04-04,6078,31463,Full,Delayed
2827,2827,2024-02-20,6949,25316,Overdue,On time
2828,2828,2024-02-27,6076,69076,Full,Delayed
2829,2829,2024-01-11,6655,58622,Full,Delayed
2830,2830,2024-09-19,16946,45042,Overdue,Delayed
2831,2831,2024-10-19,19995,42893,Overdue,Delayed
2832,2832,2024-02-08,7660,97540,Partial,Delayed
2833,2833,2024-02-22,12414,96482,Full,Pending
2834,2834,2024-05-21,19004,49990,Overdue,On time
2835,2835,2024-06-03,6661,29581,Full,Pending
2836,2836,2024-10-10,5342,54911,Partial,Delayed
2837,2837,2024-10-08,5969,33649,Partial,Delayed
2838,2838,2024-01-22,1220,98658,Full,Delayed
2839,2839,2024-07-31,4631,82251,Overdue,On time
2840,2840,2024-03-14,2647,23943,Partial,Delayed
2841,2841,2024-03-08,4259,76129,Overdue,Pending
2842,2842,2024-01-15,3145,49253,Overdue,Pending
2843,2843,2024-01-18,11426,88333,Full,Pending
2844,2844,2024-04-13,2491,31224,Full,On time
2845,2845,2024-10-22,17507,40351,Full,Delayed
2846,2846,2024-08-03,4352,67350,Partial,Delayed
2847,2847,2024-07-08,9002,80281,Partial,Pending
2848,2848,2024-08-23,5896,97140,Overdue,Pending
2849,2849,2024-09-23,14114,92053,Overdue,Pending
2850,2850,2024-06-29,16717,47110,Overdue,On time
2851,2851,2024-07-20,1358,97829,Full,On time
2852,2852,2024-07-14,6892,61723,Overdue,On time
2853,2853,2024-07-15,13531,63471,Partial,Pending
2854,2854,2024-08-08,14045,28213,Partial,On time
2855,2855,2024-06-19,16563,51121,Full,Pending
2856,2856,2024-05-15,5111,40053,Full,On time
2857,2857,2024-09-22,11787,8629,Partial,Delayed
2858,2858,2024-03-22,3594,80203,Full,Delayed
2859,2859,2024-09-26,14932,70251,Overdue,On time
2860,2860,2024-10-14,7845,63964,Partial,Delayed
2861,2861,2024-10-07,4433,80304,Partial,Pending
2862,2862,2024-09-30,8632,37913,Partial,Delayed
2863,2863,2024-05-24,8364,14639,Full,Delayed
2864,2864,2024-09-16,18978,27422,Partial,On time
2865,2865,2024-07-18,16121,67784,Full,Delayed
2866,2866,2024-05-18,7933,75617,Full,Delayed
2867,2867,2024-03-12,3512,90282,Partial,On time
2868,2868,2024-04-01,15727,78712,Full,On time
2869,2869,2024-09-04,17415,75579,Partial,On time
2870,2870,2024-07-26,4191,75138,Overdue,Pending
2871,2871,2024-06-02,2496,44017,Partial,Pending
2872,2872,2024-01-24,17857,32012,Overdue,Pending
2873,2873,2024-10-18,8063,58036,Overdue,Pending
2874,2874,2024-10-25,18433,81128,Partial,Delayed
2875,2875,2024-01-16,16523,94930,Overdue,Delayed
2876,2876,2024-03-19,8092,51076,Partial,On time
2877,2877,2024-01-07,11796,95103,Full,Pending
2878,2878,2024-04-18,16891,56654,Full,Pending
2879,2879,2024-04-27,8072,62577,Overdue,Delayed
2880,2880,2024-04-01,2176,66250,Full,On time
2881,2881,2024-05-30,8957,42945,Full,On time
2882,2882,2024-09-07,9195,53409,Partial,Pending
2883,2883,2024-02-01,10124,73567,Full,Pending
2884,2884,2024-08-10,6454,62260,Full,Delayed
2885,2885,2024-08-10,11488,33781,Full,On time
2886,2886,2024-05-04,8285,27381,Partial,On time
2887,2887,2024-02-12,3081,19461,Partial,On time
2888,2888,2024-06-27,17047,55925,Partial,On time
2889,2889,2024-01-26,8464,49642,Full,On time
2890,2890,2024-05-14,10583,70289,Partial,Pending
2891,2891,2024-03-04,2288,43647,Full,On time
2892,2892,2024-03-22,15864,12175,Overdue,Pending
2893,2893,2024-10-09,16690,79998,Overdue,Delayed
2894,2894,2024-08-09,14672,7937,Full,Delayed
2895,2895,2024-02-06,2852,83478,Overdue,Pending
2896,2896,2024-01-09,5533,33083,Partial,On time
2897,2897,2024-02-27,11648,2239,Full,Pending
2898,2898,2024-09-06,17685,90269,Partial,Delayed
2899,2899,2024-08-12,2308,4986,Partial,Delayed
2900,2900,2024-03-06,14413,2628,Full,Pending
2901,2901,2024-10-10,12106,32711,Overdue,On time
2902,2902,2024-08-15,17965,41718,Overdue,On time
2903,2903,2024-10-17,3505,2123,Partial,On time
2904,2904,2024-05-15,908,95921,Overdue,On time
2905,2905,2024-09-14,6365,52731,Overdue,On time
2906,2906,2024-01-10,13767,22449,Partial,Pending
2907,2907,2024-02-05,8601,87668,Full,On time
2908,2908,2024-04-27,15678,53087,Partial,Delayed
2909,2909,2024-03-18,19934,27846,Overdue,On time
2910,2910,2024-07-04,5836,39071,Partial,Delayed
2911,2911,2024-04-17,3295,75951,Partial,Delayed
2912,2912,2024-09-10,5363,48940,Partial,Delayed
2913,2913,2024-10-12,19599,6044,Overdue,On time
2914,2914,2024-07-17,8112,10281,Partial,On time
2915,2915,2024-03-15,11090,59032,Partial,Delayed
2916,2916,2024-01-23,13888,89750,Full,On time
2917,2917,2024-08-25,18694,45774,Partial,Pending
2918,2918,2024-03-17,1177,29744,Full,Pending
2919,2919,2024-01-02,9824,38301,Full,Delayed
2920,2920,2024-08-11,12019,23820,Overdue,Delayed
2921,2921,2024-06-10,17381,29338,Full,On time
2922,2922,2024-07-01,17695,41423,Full,Delayed
2923,2923,2024-02-02,11346,44701,Full,Pending
2924,2924,2024-03-22,15803,49992,Partial,Delayed
2925,2925,2024-09-23,16613,3264,Partial,Delayed
2926,2926,2024-08-18,3260,41715,Full,Pending
2927,2927,2024-07-13,8591,21061,Full,On time
2928,2928,2024-02-06,12321,92249,Full,On time
2929,2929,2024-08-24,9699,76612,Partial,Delayed
2930,2930,2024-02-14,18674,1522,Partial,Delayed
2931,2931,2024-02-26,5971,54404,Full,Pending
2932,2932,2024-06-03,9570,60366,Overdue,Delayed
2933,2933,2024-01-19,7059,43009,Partial,Pending
2934,2934,2024-09-02,742,84349,Overdue,Delayed
2935,2935,2024-02-28,11258,77757,Overdue,Pending
2936,2936,2024-10-11,14863,30331,Overdue,Delayed
2937,2937,2024-02-28,15199,50417,Partial,Pending
2938,2938,2024-02-14,3086,18719,Overdue,Pending
2939,2939,2024-03-21,4656,12604,Partial,Pending
2940,2940,2024-03-02,14058,22490,Full,Pending
2941,2941,2024-02-15,3497,23150,Overdue,On time
2942,2942,2024-09-23,7116,23822,Full,Pending
2943,2943,2024-09-29,10507,55546,Partial,On time
2944,2944,2024-06-27,10828,71818,Partial,Delayed
2945,2945,2024-06-08,13489,37271,Partial,On time
2946,2946,2024-06-30,19696,96743,Partial,On time
2947,2947,2024-10-19,1284,47467,Overdue,Delayed
2948,2948,2024-09-13,854,36813,Overdue,Pending
2949,2949,2024-02-24,18498,76838,Full,Delayed
2950,2950,2024-01-21,16262,60421,Overdue,On time
2951,2951,2024-02-14,15218,30568,Overdue,Delayed
2952,2952,2024-08-23,13456,6036,Partial,Delayed
2953,2953,2024-10-26,7436,7564,Overdue,Delayed
2954,2954,2024-10-16,15978,8926,Overdue,On time
2955,2955,2024-09-18,6043,20957,Overdue,Delayed
2956,2956,2024-02-04,5932,50081,Overdue,Pending
2957,2957,2024-02-15,13859,9902,Full,On time
2958,2958,2024-02-13,7310,67841,Overdue,Pending
2959,2959,2024-05-28,7266,60523,Partial,Pending
2960,2960,2024-06-05,11702,519,Partial,Pending
2961,2961,2024-02-10,19159,17407,Partial,Delayed
2962,2962,2024-02-20,8256,29062,Full,Pending
2963,2963,2024-03-11,1240,63530,Overdue,Pending
2964,2964,2024-01-17,13483,78606,Partial,Delayed
2965,2965,2024-02-16,7590,13914,Full,Pending
2966,2966,2024-08-27,5976,28441,Full,Pending
2967,2967,2024-10-07,897,7301,Partial,Pending
2968,2968,2024-01-13,3182,13760,Full,Delayed
2969,2969,2024-06-22,14643,35857,Overdue,Delayed
2970,2970,2024-02-22,19415,90114,Full,Delayed
2971,2971,2024-10-07,8936,85002,Partial,Pending
2972,2972,2024-05-13,6165,93393,Full,On time
2973,2973,2024-09-13,8385,20474,Full,Delayed
2974,2974,2024-10-15,18681,97413,Full,Delayed
2975,2975,2024-07-24,12477,46552,Full,On time
2976,2976,2024-10-22,763,86414,Overdue,Pending
2977,2977,2024-06-18,10313,56424,Overdue,Pending
2978,2978,2024-04-06,6716,78523,Full,On time
2979,2979,2024-03-17,15325,4153,Overdue,Delayed
2980,2980,2024-08-29,16800,75609,Overdue,Delayed
2981,2981,2024-10-17,8469,54221,Overdue,Delayed
2982,2982,2024-10-10,922,66673,Full,Delayed
2983,2983,2024-03-24,3040,9900,Full,Delayed
2984,2984,2024-01-15,15536,85725,Full,Pending
2985,2985,2024-04-24,6760,81820,Overdue,Pending
2986,2986,2024-08-10,18375,35792,Overdue,Pending
2987,2987,2024-03-15,17424,7901,Partial,On time
2988,2988,2024-06-16,9562,77471,Partial,Delayed
2989,2989,2024-05-27,5015,94898,Partial,Pending
2990,2990,2024-05-10,3878,24385,Partial,Pending
2991,2991,2024-03-21,11082,35966,Partial,On time
2992,2992,2024-07-27,14024,2312,Partial,Delayed
2993,2993,2024-01-06,7495,30511,Overdue,Pending
2994,2994,2024-09-13,6333,77884,Partial,Pending
2995,2995,2024-03-10,10188,58987,Overdue,Pending
2996,2996,2024-06-25,9772,38488,Full,On time
2997,2997,2024-09-09,19160,98290,Overdue,On time
2998,2998,2024-09-15,6881,76098,Full,Pending
2999,2999,2024-04-27,10175,32078,Partial,Pending
3000,3000,2024-07-21,18864,74797,Full,On time
3001,3001,2024-02-10,10332,65147,Full,On time
3002,3002,2024-02-28,7355,83915,Overdue,Pending
3003,3003,2024-10-23,18116,60811,Overdue,On time
3004,3004,2024-04-19,7440,8985,Overdue,Pending
3005,3005,2024-03-09,18912,95480,Partial,Pending
3006,3006,2024-02-09,14081,6745,Overdue,On time
3007,3007,2024-02-04,18587,23502,Full,On time
3008,3008,2024-04-20,573,21772,Overdue,Delayed
3009,3009,2024-01-09,8357,33129,Full,On time
3010,3010,2024-08-04,11006,62014,Partial,On time
3011,3011,2024-09-22,1854,73311,Partial,Pending
3012,3012,2024-06-02,6253,83292,Partial,Pending
3013,3013,2024-08-30,3467,78076,Overdue,Delayed
3014,3014,2024-07-22,19788,52445,Partial,Pending
3015,3015,2024-02-24,19870,52549,Partial,On time
3016,3016,2024-05-10,7979,82918,Overdue,Pending
3017,3017,2024-01-04,14173,97423,Overdue,Pending
3018,3018,2024-08-11,11561,41309,Full,Pending
3019,3019,2024-09-15,3863,31592,Full,On time
3020,3020,2024-05-06,18937,62431,Partial,Pending
3021,3021,2024-02-22,14067,6650,Full,On time
3022,3022,2024-02-28,11099,69772,Full,Pending
3023,3023,2024-08-19,18325,2443,Partial,On time
3024,3024,2024-04-21,18709,24025,Overdue,Pending
3025,3025,2024-05-25,12035,85603,Partial,Delayed
3026,3026,2024-02-20,6612,53392,Partial,Pending
3027,3027,2024-01-07,2903,29386,Full,Delayed
3028,3028,2024-08-17,14627,55588,Partial,On time
3029,3029,2024-03-16,5594,49454,Overdue,Delayed
3030,3030,2024-09-29,11913,24259,Overdue,Pending
3031,3031,2024-05-22,18195,26160,Partial,On time
3032,3032,2024-05-15,1216,52213,Overdue,Delayed
3033,3033,2024-10-07,15554,40767,Overdue,Pending
3034,3034,2024-05-27,7248,44398,Full,Delayed
3035,3035,2024-01-26,16643,4513,Full,Delayed
3036,3036,2024-10-15,8654,5473,Full,Delayed
3037,3037,2024-10-12,8960,39014,Overdue,On time
3038,3038,2024-09-11,12949,29576,Partial,Delayed
3039,3039,2024-01-01,17464,60233,Full,Delayed
3040,3040,2024-03-24,8899,28602,Partial,Pending
3041,3041,2024-10-04,16977,97838,Overdue,On time
3042,3042,2024-09-16,15442,94950,Full,On time
3043,3043,2024-08-08,7904,79746,Partial,On time
3044,3044,2024-08-19,11698,8865,Full,On time
3045,3045,2024-05-14,13874,70509,Partial,Delayed
3046,3046,2024-02-19,8083,90772,Overdue,On time
3047,3047,2024-09-26,9050,40911,Full,Delayed
3048,3048,2024-08-14,15261,10377,Full,On time
3049,3049,2024-07-11,9339,96590,Overdue,On time
3050,3050,2024-01-07,9142,24333,Partial,Delayed
3051,3051,2024-02-07,5973,64038,Partial,Delayed
3052,3052,2024-03-29,11380,17144,Partial,Delayed
3053,3053,2024-06-25,4422,49932,Full,Pending
3054,3054,2024-02-16,16875,96613,Full,Pending
3055,3055,2024-02-25,7381,574,Full,On time
3056,3056,2024-04-16,19448,80377,Overdue,Pending
3057,3057,2024-03-15,16778,1732,Partial,Pending
3058,3058,2024-06-13,15442,99553,Overdue,Pending
3059,3059,2024-05-19,14285,70417,Overdue,On time
3060,3060,2024-08-01,9670,34917,Overdue,On time
3061,3061,2024-05-06,14450,52395,Partial,Pending
3062,3062,2024-07-28,16649,25201,Overdue,Pending
3063,3063,2024-05-22,11911,40335,Overdue,Delayed
3064,3064,2024-05-30,15437,10040,Full,Pending
