LoanID,ProductID,LoanAmount,LoanDate,InterestRate,LoanTerm,EmployeeID,BranchID,CustomerID,RepaymentSchedule
2303,4,1099336,2023-08-19,11.87,228,197,2,4740,Yearly
2304,1,378268,2020-06-10,10.69,102,122,9,9966,Quarterly
2305,4,3933098,2022-09-30,10.78,239,151,1,2859,Yearly
2306,5,657272,2023-09-05,10.64,101,121,4,6654,Monthly
2307,4,309277,2023-06-18,7.13,181,140,8,2178,Yearly
2308,6,556019,2022-05-01,7.83,129,128,2,3409,Yearly
2309,2,4304462,2021-01-13,7.09,32,155,9,9962,Quarterly
2310,3,3907649,2024-05-29,11.99,177,118,9,7735,Yearly
2311,1,4091280,2023-12-20,8.8,26,108,5,8820,Monthly
2312,2,3827807,2024-03-19,6.74,119,180,5,8945,Quarterly
2313,8,2893581,2023-01-28,10.09,166,155,8,8833,Monthly
2314,6,3191269,2024-05-26,9.65,31,162,3,5158,Monthly
2315,7,2320284,2020-05-15,10.54,130,188,6,8482,Monthly
2316,3,4294539,2021-11-28,8.7,32,193,1,3867,Yearly
2317,7,1382720,2020-05-25,10.23,137,121,8,9641,Yearly
2318,4,4101137,2022-05-13,11.09,18,134,9,2969,Quarterly
2319,3,1653617,2023-07-29,11.15,124,183,4,9641,Quarterly
2320,7,2411658,2024-07-12,8.47,204,189,2,9974,Quarterly
2321,3,4444217,2023-10-26,9.62,183,195,9,2749,Yearly
2322,6,3715053,2022-09-09,8.55,66,194,4,7493,Yearly
2323,6,4767827,2020-01-17,11.13,214,136,8,9624,Quarterly
2324,7,3643738,2023-05-02,7.06,72,182,4,5337,Yearly
2325,6,2322108,2021-08-27,7.74,144,126,7,2562,Yearly
2326,7,4307149,2022-11-05,7.47,117,122,4,5614,Yearly
2327,3,3598613,2020-09-11,9.22,115,157,3,1629,Quarterly
2328,4,591308,2020-03-19,11.28,193,151,7,6346,Yearly
2329,6,4449768,2021-12-02,8.11,51,170,8,4783,Yearly
2330,4,688069,2023-08-09,6.73,60,102,9,9005,Yearly
2331,7,621617,2020-08-19,11.25,130,135,10,4798,Quarterly
2332,3,2408136,2022-02-15,11.38,214,169,1,8652,Yearly
2333,2,2664088,2021-09-03,10.91,81,168,5,7643,Monthly
2334,5,4057375,2021-05-26,11.1,45,161,5,4742,Yearly
2335,4,3638372,2022-10-19,8.77,77,117,10,2698,Quarterly
2336,8,2146860,2022-08-23,11.26,63,174,10,2999,Yearly
2337,1,4736294,2020-07-14,6.87,175,124,4,1175,Yearly
2338,8,3254809,2020-10-27,6.7,66,127,6,4457,Yearly
2339,8,2237202,2020-03-27,7.25,198,104,6,1892,Monthly
2340,6,1200041,2024-01-31,10.73,152,156,2,9838,Yearly
2341,2,3450386,2023-09-04,11.29,236,155,1,8616,Quarterly
2342,8,3285212,2020-03-15,9.98,142,134,7,6820,Quarterly
2343,3,3253662,2022-11-04,9.86,51,117,10,4225,Yearly
2344,7,589759,2022-02-16,10.33,20,146,7,9443,Yearly
2345,4,1798279,2022-02-06,10.9,84,111,7,3229,Quarterly
2346,4,2340377,2020-12-01,7.87,136,192,7,3724,Quarterly
2347,8,2533310,2024-01-11,7.4,142,181,8,7063,Yearly
2348,7,3024308,2022-01-10,7.68,64,152,9,7300,Monthly
2349,6,2470300,2022-11-24,7.56,178,190,7,3233,Quarterly
2350,4,4277460,2020-06-18,9.65,65,176,4,8015,Quarterly
2351,1,330261,2022-11-02,6.6,20,184,3,1526,Monthly
2352,4,3645692,2024-06-02,6.53,172,125,8,1625,Yearly
2353,5,2091170,2022-01-05,11.1,161,177,4,3185,Quarterly
2354,6,2267060,2020-08-14,11.51,224,145,3,8337,Quarterly
2355,3,2995902,2023-09-24,7.78,80,107,5,2283,Yearly
2356,4,4258894,2020-10-24,10.25,212,119,9,6567,Yearly
2357,3,1739157,2023-10-19,9.65,194,164,4,2182,Monthly
2358,1,4122680,2021-01-22,9.94,237,101,10,9277,Quarterly
2359,6,4779044,2020-09-22,7.91,34,110,10,3614,Yearly
2360,3,3201560,2020-07-07,9.83,93,106,5,4975,Quarterly
2361,8,938538,2020-04-13,9.43,174,173,1,6777,Quarterly
2362,8,4852874,2023-03-18,8.59,187,181,8,6095,Monthly
2363,4,1826359,2022-08-31,7.91,207,156,5,6966,Yearly
2364,2,2126983,2020-07-21,7.21,217,122,3,7367,Monthly
2365,1,2246940,2021-01-31,10.06,22,198,4,4220,Yearly
2366,4,4425663,2020-07-11,10.38,174,190,2,7565,Yearly
2367,1,1373326,2023-10-04,8.27,59,190,3,9290,Yearly
2368,4,3580344,2020-06-19,11.25,79,104,4,4964,Yearly
2369,2,1459953,2022-07-25,10.59,23,101,3,1587,Quarterly
2370,6,3534120,2023-09-03,8.97,237,189,8,9885,Monthly
2371,8,2990728,2020-07-23,7.59,160,103,10,1727,Yearly
2372,7,4164446,2020-11-12,9.55,142,170,4,1587,Yearly
2373,1,2883476,2020-06-22,8.05,142,172,2,5321,Yearly
2374,5,2742976,2024-10-03,10.27,121,199,7,1536,Quarterly
2375,4,993140,2020-06-11,11.88,88,172,1,1520,Monthly
2376,4,2310206,2022-07-05,9.95,166,101,9,8228,Yearly
2377,3,3094817,2023-03-31,9.26,220,153,5,3274,Yearly
2378,1,1761372,2023-06-01,7.19,139,130,3,6011,Monthly
2379,3,2805642,2020-10-24,10.52,17,103,7,9225,Yearly
2380,8,3743817,2023-07-01,10.55,165,135,7,5321,Quarterly
2381,6,4549495,2021-12-25,8.83,60,167,6,1788,Yearly
2382,7,4395477,2020-02-02,11.96,172,167,2,1881,Monthly
2383,6,361336,2023-11-09,11.7,29,192,6,3760,Yearly
2384,3,3193302,2023-04-07,10.76,159,138,10,6566,Monthly
2385,2,2537603,2023-12-13,11.72,234,166,6,8865,Yearly
2386,7,1576894,2023-08-23,9.24,181,178,6,3031,Quarterly
2387,7,4640251,2020-11-10,11.38,79,153,8,3218,Monthly
2388,1,1529534,2022-11-21,6.72,164,159,3,7643,Monthly
2389,8,2792383,2020-03-21,10.52,142,115,3,2970,Quarterly
2390,4,205713,2023-11-11,11.56,96,139,4,5803,Quarterly
2391,6,119409,2024-05-25,10.45,118,187,4,1032,Yearly
2392,3,4916591,2022-10-16,7.72,24,194,8,5113,Yearly
2393,4,4515244,2021-08-21,7.93,152,113,4,6880,Monthly
2394,1,4442967,2020-12-01,7.71,79,169,1,9315,Yearly
2395,5,2845051,2020-11-15,11.45,170,183,2,4878,Yearly
2396,3,2175073,2020-02-08,10.78,240,180,10,6019,Monthly
2397,4,3310468,2020-07-28,11.48,96,112,6,9621,Quarterly
2398,2,3200862,2021-08-24,9.46,111,113,8,2101,Quarterly
2399,4,2129385,2021-01-26,10.51,82,180,6,8415,Monthly
2400,8,606533,2024-04-30,8.32,47,183,9,7750,Quarterly
2401,6,1408477,2022-03-07,11.47,136,144,6,2240,Quarterly
2402,4,4543725,2023-01-09,11.44,44,180,6,4337,Monthly
2403,2,340531,2023-08-01,9.68,52,179,2,5062,Monthly
2404,2,4204993,2024-02-04,10.15,40,197,8,9578,Yearly
2405,4,2684664,2023-10-13,8.88,98,162,6,4944,Quarterly
2406,2,1478434,2021-07-31,8.9,18,154,9,8283,Monthly
2407,4,1139737,2022-01-25,10.38,201,196,6,6567,Yearly
2408,6,3909943,2021-03-03,7.3,126,114,8,3229,Quarterly
2409,1,2743951,2020-05-16,7.44,219,184,5,2184,Monthly
2410,6,4012427,2020-07-06,8.47,132,101,10,4893,Monthly
2411,2,2148326,2021-01-31,9.78,40,165,7,5354,Quarterly
2412,6,1138353,2022-08-26,7.8,142,108,2,2203,Yearly
2413,8,2077338,2023-09-16,8.26,18,160,7,9269,Monthly
2414,1,4998561,2024-05-13,6.75,235,180,10,4220,Monthly
2415,6,3892974,2023-01-16,7.98,181,179,1,3042,Quarterly
2416,5,1201990,2022-08-24,9.84,222,127,8,6187,Monthly
2417,7,4312477,2024-08-08,8.81,74,173,1,4422,Monthly
2418,7,967972,2021-03-28,7.97,230,196,8,8331,Monthly
2419,5,980615,2021-04-02,8,151,142,9,8990,Monthly
2420,6,3513637,2023-12-29,8.21,189,109,3,1892,Yearly
2421,5,4651384,2022-08-17,7.69,16,135,1,5541,Yearly
2422,4,4500538,2022-12-01,11.03,70,192,6,8480,Yearly
2423,6,4792162,2022-06-23,7.26,62,180,8,3734,Monthly
2424,5,4179512,2023-02-19,9.16,163,164,7,5975,Yearly
2425,2,2257009,2020-01-26,8.78,200,149,9,4969,Yearly
2426,7,3058209,2024-05-27,8.04,161,128,10,3203,Monthly
2427,5,1376332,2021-03-25,6.91,207,137,1,3227,Quarterly
2428,3,2788366,2020-06-27,11.07,88,170,8,8828,Monthly
2429,7,587601,2022-01-07,10.96,110,106,3,4095,Yearly
2430,1,3557476,2024-04-24,11.6,185,129,6,5619,Yearly
2431,1,3353831,2024-10-04,11.24,13,157,3,8408,Quarterly
2432,1,3160233,2020-06-18,8.22,144,174,10,4740,Monthly
2433,7,1930265,2023-08-04,10.07,19,197,9,5443,Yearly
2434,2,3067094,2022-12-04,9.33,26,100,7,7945,Yearly
2435,7,2974897,2021-08-30,7.98,140,129,6,3422,Yearly
2436,3,2302268,2021-09-14,8.14,184,194,3,2206,Yearly
2437,7,483643,2021-09-17,7.01,88,173,6,3598,Monthly
2438,5,2163489,2020-07-31,6.85,15,160,10,1524,Quarterly
2439,4,1873420,2022-11-27,10,239,165,5,5110,Monthly
2440,2,4787598,2021-08-11,7.17,127,190,4,5619,Yearly
2441,6,4191568,2024-01-18,10.55,144,168,10,3178,Monthly
2442,8,1586619,2023-12-23,7.55,107,140,3,8710,Yearly
2443,4,4628699,2022-10-25,7.45,41,159,8,9033,Yearly
2444,1,3388191,2024-10-24,8.85,29,144,9,9302,Monthly
2445,5,1108905,2022-11-08,11.23,171,143,9,8107,Quarterly
2446,7,1367880,2022-07-19,11.62,215,164,5,9910,Quarterly
2447,6,3808298,2023-07-24,11.27,66,146,1,4523,Yearly
2448,5,4712371,2022-10-17,8.89,12,177,4,8705,Quarterly
2449,5,3808910,2021-05-19,8.11,37,186,4,6759,Quarterly
2450,6,1313456,2020-11-21,11.6,144,137,1,3566,Monthly
2451,4,2649551,2023-11-12,6.92,128,153,1,3721,Quarterly
2452,5,2213971,2020-05-11,7.84,107,103,2,7643,Yearly
2453,8,520978,2024-03-20,9.59,228,129,2,9610,Quarterly
2454,5,2735103,2021-11-12,9.95,81,141,5,6847,Quarterly
2455,6,2181928,2020-01-12,10.94,239,136,6,5622,Quarterly
2456,7,553916,2021-11-23,8.61,158,175,5,8015,Yearly
2457,1,4865114,2021-12-16,11.13,214,138,2,2543,Quarterly
2458,1,2412503,2023-12-20,9.2,164,107,1,8104,Yearly
2459,7,3393414,2021-10-24,8.33,143,127,3,2458,Monthly
2460,1,581013,2022-01-12,11.06,141,177,5,5532,Yearly
2461,2,4968095,2024-02-02,8.47,116,137,6,4761,Quarterly
2462,5,2209149,2022-10-26,8.44,65,119,5,4414,Monthly
2463,8,736494,2023-03-13,11.08,90,161,8,3290,Quarterly
2464,2,4607437,2021-09-29,7.41,131,122,7,7754,Monthly
2465,7,3244749,2023-05-28,9.79,111,171,2,9574,Quarterly
2466,5,2664739,2021-07-26,11.1,29,183,8,7611,Quarterly
2467,6,1369447,2020-01-21,7.33,52,115,7,3274,Yearly
2468,3,1324477,2023-02-01,10.37,174,177,9,2204,Quarterly
2469,4,1394701,2020-01-31,10.52,16,112,7,8482,Quarterly
2470,7,4744106,2020-08-17,11.22,107,148,6,4893,Quarterly
2471,1,4045343,2023-01-16,6.86,55,162,2,3049,Quarterly
2472,4,1890031,2020-04-03,7,132,175,6,1608,Monthly
2473,5,3483431,2024-09-19,11.95,184,199,3,1638,Yearly
2474,6,1410150,2020-12-23,7.99,175,129,10,9193,Quarterly
2475,1,3105648,2021-03-18,9.44,202,125,3,9132,Monthly
2476,5,3346565,2022-06-21,10.95,52,150,7,3593,Monthly
2477,4,2773057,2023-09-30,10.23,176,193,10,7199,Monthly
2478,8,1718683,2021-08-26,6.82,219,173,9,5089,Quarterly
2479,6,4378883,2023-01-23,10.64,222,173,1,2101,Quarterly
2480,5,2935294,2020-05-16,8.83,109,143,6,3335,Yearly
2481,5,1158823,2020-04-02,10.4,119,104,9,9163,Yearly
2482,7,921895,2021-09-10,9.55,150,152,1,7696,Quarterly
2483,7,3560808,2021-09-06,11.84,235,145,5,7754,Quarterly
2484,6,3030212,2022-06-01,8.3,124,165,1,1832,Quarterly
2485,8,2845269,2021-06-25,10.71,29,163,4,8233,Yearly
2486,3,2653047,2021-11-11,11.91,57,119,10,5853,Yearly
2487,6,4052547,2022-03-25,9.32,52,103,4,9407,Monthly
2488,3,1262017,2021-06-25,11.54,93,102,10,2225,Yearly
2489,2,907525,2022-11-21,6.6,67,179,3,7370,Yearly
2490,6,751929,2024-09-18,9.7,221,105,10,1661,Monthly
2491,7,3321666,2022-02-03,7.56,109,130,7,1404,Monthly
2492,3,1334312,2021-07-08,9.31,62,103,5,4277,Quarterly
2493,7,413537,2021-08-31,9.64,14,183,6,7470,Quarterly
2494,4,3719804,2020-03-07,8.09,72,142,3,9315,Monthly
2495,3,505085,2021-07-01,10.52,230,165,7,5004,Yearly
2496,8,3847654,2022-03-24,10.3,68,115,5,5040,Monthly
2497,8,3302210,2020-11-10,7.79,70,197,4,4414,Quarterly
2498,6,4478983,2020-03-06,6.98,190,123,10,8267,Yearly
2499,7,2149881,2021-03-02,9.31,122,104,10,2184,Monthly
2500,3,220397,2023-03-23,8.27,38,193,1,6920,Yearly
2501,4,2047218,2020-12-10,8.36,222,197,5,7886,Monthly
2502,8,734535,2022-11-17,9.13,84,128,1,1404,Yearly
2503,2,1085211,2021-10-15,9.78,207,110,7,8563,Quarterly
2504,4,4707940,2022-08-05,10,183,191,9,4683,Yearly
2505,8,2222539,2023-11-18,11.3,30,127,5,7412,Monthly
2506,6,4284305,2022-01-16,10.9,89,120,5,6422,Yearly
2507,2,3001953,2023-02-22,8.37,206,123,5,3593,Yearly
2508,1,2270491,2023-03-02,6.76,138,198,4,4476,Yearly
2509,3,89369,2021-06-16,9.83,36,116,7,7022,Quarterly
2510,2,363647,2024-06-25,8.58,119,163,3,6011,Quarterly
2511,1,3152159,2023-09-09,11.5,228,150,1,9483,Monthly
2512,8,2330972,2020-07-22,6.98,167,124,3,4082,Monthly
2513,7,3981411,2021-01-03,11.45,191,155,6,5961,Quarterly
2514,2,3771318,2021-03-24,10.19,211,146,6,3221,Quarterly
2515,7,2006473,2021-02-10,9.3,239,108,3,2260,Yearly
2516,2,2905181,2021-08-12,9.45,87,111,2,5385,Monthly
2517,1,3603790,2021-08-18,8.67,95,111,1,3528,Monthly
2518,3,4861277,2024-07-12,10.53,213,133,10,4882,Quarterly
2519,3,77607,2023-03-21,8.91,78,191,1,2751,Quarterly
2520,4,1413103,2023-03-08,6.98,84,168,10,2182,Yearly
2521,5,453238,2022-09-14,9.62,211,147,10,1656,Monthly
2522,4,2643264,2023-08-27,11.58,80,193,8,2760,Monthly
2523,4,3454118,2022-01-29,9.68,108,144,9,8254,Yearly
2524,3,1247263,2020-05-23,9.61,149,196,5,9966,Monthly
2525,1,3818033,2021-08-10,11.8,239,132,1,1912,Yearly
2526,5,3677613,2024-07-21,6.78,104,138,3,6839,Yearly
2527,8,2061182,2022-07-02,7.89,99,180,5,8550,Monthly
2528,2,1394773,2021-04-06,10.37,79,124,9,7672,Quarterly
2529,2,3369256,2022-10-15,11.33,161,181,7,6661,Monthly
2530,7,121060,2022-02-06,8.42,67,159,2,1765,Monthly
2531,4,1872913,2020-06-14,7.46,197,144,9,3434,Yearly
2532,8,3496511,2022-05-20,10.93,204,105,2,3218,Yearly
2533,2,1343210,2021-01-27,10.62,50,182,7,2622,Yearly
2534,4,417633,2024-04-28,9.87,191,199,9,4902,Monthly
2535,3,4768299,2024-02-28,11.5,142,157,5,3720,Yearly
2536,3,4249157,2021-10-12,8.41,170,169,10,8070,Yearly
2537,4,3564436,2020-09-09,10.48,52,187,5,1201,Yearly
2538,3,3610838,2024-01-02,9.75,70,138,1,8464,Quarterly
2539,8,2900913,2020-07-20,9.2,201,137,7,3318,Monthly
2540,3,2407954,2021-06-04,7.02,86,176,9,5621,Quarterly
2541,3,110112,2024-04-29,6.65,205,110,4,9578,Yearly
2542,3,3654428,2023-04-20,6.86,224,198,3,6162,Monthly
2543,6,3588531,2024-04-30,10.24,213,184,3,1629,Quarterly
2544,3,3083357,2023-03-08,9.11,157,174,9,3274,Monthly
2545,4,2353729,2024-03-29,7.92,204,138,9,7754,Monthly
2546,7,4279077,2024-05-31,11.22,198,137,6,1744,Quarterly
2547,7,807550,2023-12-13,10.35,145,170,8,5797,Yearly
2548,7,1735744,2021-07-10,11.44,32,130,6,5674,Monthly
2549,1,1949003,2022-09-26,10.72,85,132,5,2824,Quarterly
2550,8,1334234,2023-03-07,7.96,110,161,4,4902,Monthly
2551,8,4968556,2024-06-20,11.59,116,103,6,5174,Monthly
2552,8,2691789,2024-02-10,8.43,90,118,2,8226,Monthly
2553,6,928222,2024-03-17,10.1,25,174,9,3318,Quarterly
2554,4,2349085,2024-01-11,11.52,95,183,9,6920,Yearly
2555,4,4369781,2022-04-13,7.84,36,149,3,9486,Yearly
2556,7,1186869,2023-05-30,9.63,210,189,1,3528,Quarterly
2557,8,3991122,2020-04-23,8.7,16,146,4,7190,Yearly
2558,5,2538503,2021-10-05,7.21,145,137,3,5518,Quarterly
2559,6,2116386,2021-11-13,7.72,202,199,5,6704,Monthly
2560,4,2793558,2021-09-22,10.97,170,170,3,6630,Yearly
2561,7,95072,2023-11-05,11.02,107,115,4,6670,Quarterly
2562,4,2573354,2021-12-29,9.82,218,177,3,5868,Monthly
2563,2,3662285,2023-05-15,8.32,199,114,1,6995,Quarterly
2564,2,4090315,2021-11-10,10.21,213,194,10,4400,Yearly
2565,8,1117188,2022-08-08,9.97,208,105,7,8102,Yearly
2566,5,391955,2023-08-13,6.52,48,117,2,4210,Monthly
2567,4,4382700,2023-03-17,6.79,59,175,8,9277,Monthly
2568,7,531992,2021-05-03,10.57,101,142,1,3090,Yearly
2569,7,2622577,2023-03-08,10.23,58,108,9,3883,Monthly
2570,6,319565,2022-03-01,10.17,45,136,10,9647,Monthly
2571,4,1144551,2024-09-06,10.05,166,178,1,4249,Monthly
2572,1,1913717,2020-09-20,10.86,95,111,8,7617,Monthly
2573,7,2251076,2021-02-21,11.83,91,139,7,3720,Yearly
2574,7,4377079,2020-09-18,7.28,44,156,6,1540,Monthly
2575,2,988191,2022-07-05,9.28,69,186,1,3741,Yearly
2576,4,4630772,2023-10-13,8.35,90,155,8,6839,Yearly
2577,7,297065,2024-05-30,9.23,54,141,5,9290,Quarterly
2578,2,1769417,2022-12-28,9.08,145,111,10,5705,Monthly
2579,1,3842298,2021-12-16,6.9,130,142,7,4788,Yearly
2580,3,3140785,2020-05-07,6.79,236,164,2,6190,Monthly
2581,4,179463,2023-12-16,11.89,117,143,5,2437,Quarterly
2582,3,4248354,2024-05-10,6.94,177,165,8,1788,Quarterly
2583,6,1781922,2022-11-11,11.01,61,131,1,5813,Quarterly
2584,1,1673603,2023-08-16,9.48,69,188,9,2184,Yearly
2585,4,2851389,2023-11-02,10.52,51,117,9,5981,Quarterly
2586,3,3080169,2023-12-23,10.2,223,103,6,2741,Quarterly
2587,3,3189778,2023-09-05,9.95,199,149,8,2554,Monthly
2588,8,3304073,2023-06-24,7.97,26,197,7,7709,Monthly
2589,5,3071430,2023-02-15,10.24,134,131,2,1398,Monthly
2590,2,4061181,2024-03-25,6.51,192,149,9,9808,Yearly
2591,5,3035290,2022-09-11,7.2,113,172,8,5422,Monthly
2592,5,3349537,2022-04-28,11.31,45,121,10,3229,Quarterly
2593,6,4103266,2023-04-02,7.23,61,141,4,7249,Quarterly
2594,4,1182892,2020-03-17,7.62,128,199,9,7643,Yearly
2595,1,4331495,2021-07-11,6.69,160,117,6,4778,Yearly
2596,3,2128180,2023-10-04,10.56,130,142,4,4791,Monthly
2597,1,1790166,2021-12-27,7.89,207,127,8,1705,Yearly
2598,6,3310442,2022-04-05,6.65,35,126,9,9915,Yearly
2599,2,4056116,2020-08-23,8.64,112,181,3,9463,Monthly
2600,8,262874,2023-01-20,11.92,203,151,4,2033,Quarterly
2601,7,1837900,2020-09-13,8.13,19,187,9,3592,Monthly
2602,5,2231369,2022-07-04,6.54,109,108,5,6552,Monthly
2603,4,4920646,2024-04-07,11.68,14,149,3,9618,Quarterly
2604,3,1989604,2024-05-12,7.12,99,113,8,6340,Quarterly
2605,8,3526784,2024-08-25,11.8,232,141,4,8226,Yearly
2606,1,3527017,2020-08-30,9.12,49,173,3,7081,Quarterly
2607,3,3954424,2022-05-08,9.21,125,148,10,5861,Quarterly
2608,3,2163009,2021-12-08,9.72,202,151,2,1156,Monthly
2609,5,1709952,2020-11-01,11.24,193,104,10,1708,Monthly
2610,4,374928,2021-01-03,8.23,122,134,2,5552,Quarterly
2611,6,4505031,2020-08-09,8.75,42,125,1,6759,Yearly
2612,5,2917160,2023-01-24,9.56,93,193,5,3457,Quarterly
2613,7,4778448,2020-04-28,9.67,41,106,9,8087,Yearly
2614,6,1705318,2024-08-23,10.46,16,118,3,5810,Yearly
2615,7,1795912,2021-09-14,10.97,173,174,10,2445,Monthly
2616,7,4154160,2022-11-02,10.76,124,178,1,2572,Monthly
2617,5,3725828,2021-09-02,7.54,129,102,9,7452,Monthly
2618,1,3915813,2022-10-19,9.51,57,179,9,8228,Monthly
2619,4,4926811,2022-02-15,7.21,206,139,2,3370,Quarterly
2620,2,4805280,2022-07-29,6.65,38,162,5,4069,Quarterly
2621,7,3029878,2022-05-02,10.54,200,178,1,5518,Quarterly
2622,1,2577235,2021-08-15,11.17,216,105,7,9534,Monthly
2623,1,3671039,2021-03-04,7.98,42,128,3,2101,Quarterly
2624,1,4750475,2024-08-14,7.07,102,152,6,9377,Quarterly
2625,7,1131820,2022-03-22,7.59,100,139,3,5371,Quarterly
2626,3,3228501,2020-01-27,11.29,171,148,5,2445,Monthly
2627,7,1442405,2022-07-19,6.91,214,119,1,9932,Yearly
2628,5,3923830,2022-05-25,7.78,190,105,9,4637,Monthly
2629,2,4974923,2022-12-12,8.06,216,196,2,4471,Quarterly
2630,5,4194051,2023-06-08,7.26,53,185,7,9443,Yearly
2631,5,3515725,2023-06-14,9.08,62,107,5,7611,Yearly
2632,5,2573004,2020-02-06,8.44,183,115,9,7810,Quarterly
2633,7,2999393,2024-01-06,10.06,217,124,5,4380,Quarterly
2634,3,3819708,2024-05-11,6.51,208,113,3,1587,Yearly
2635,7,387621,2021-04-08,10.84,107,198,10,6283,Quarterly
2636,1,3227000,2023-05-20,7.79,13,176,9,9624,Monthly
2637,2,2147167,2021-12-08,10.25,87,183,9,2828,Yearly
2638,6,4183644,2021-12-06,6.88,75,191,10,1402,Quarterly
2639,6,3280536,2021-10-14,8,195,111,10,7771,Monthly
2640,4,489171,2024-01-14,8.61,184,117,3,5372,Yearly
2641,2,1737175,2021-12-27,11.62,210,102,2,5958,Quarterly
2642,1,3241757,2024-05-21,9.04,206,154,6,5574,Monthly
2643,3,1046968,2024-09-12,11.98,81,102,9,4792,Yearly
2644,8,1540819,2023-12-27,7.57,66,152,9,8107,Quarterly
2645,5,4236330,2023-12-04,8.79,45,138,5,5339,Quarterly
2646,6,2857293,2022-11-24,6.55,95,184,5,6240,Yearly
2647,6,3657509,2020-09-23,8.22,224,150,3,4931,Yearly
2648,2,867758,2022-08-30,10.64,205,182,4,1943,Yearly
2649,8,2969024,2021-08-06,9.18,117,142,4,5961,Monthly
2650,3,4975809,2023-08-25,9.08,154,163,10,7556,Yearly
2651,4,105378,2023-07-21,8.05,12,115,9,5321,Quarterly
2652,8,1401345,2021-10-13,8.67,112,113,4,5305,Yearly
2653,8,4183779,2023-09-24,9.43,240,193,10,8471,Monthly
2654,1,2008950,2023-10-30,8.17,39,194,6,8297,Yearly
2655,5,637513,2024-10-01,7.55,119,166,2,6573,Quarterly
2656,7,4228143,2020-04-03,9.54,153,194,6,7639,Yearly
2657,5,849664,2023-03-10,8.07,68,155,1,5693,Quarterly
2658,2,2435191,2021-03-07,7.05,90,145,7,4300,Yearly
2659,8,3528894,2021-02-02,6.99,152,123,10,1788,Quarterly
2660,5,52993,2022-08-07,7.83,34,107,5,3364,Quarterly
2661,7,2524106,2020-01-31,7.54,127,128,5,5611,Quarterly
2662,8,4127458,2024-04-01,7.8,65,113,9,2467,Monthly
2663,8,2914366,2023-01-06,9.19,105,146,7,6011,Quarterly
2664,2,2288484,2022-11-21,9.21,185,154,2,7243,Monthly
2665,1,986492,2021-12-01,6.99,125,168,4,8484,Yearly
2666,3,504500,2023-07-26,7.53,59,163,10,2186,Quarterly
2667,5,3909582,2023-08-15,10.54,193,133,4,4535,Monthly
2668,4,3177223,2023-06-07,10.7,219,138,3,7753,Yearly
2669,7,156876,2024-07-28,10.51,17,166,1,7701,Quarterly
2670,4,3094315,2022-07-19,11.02,25,142,5,1925,Quarterly
2671,5,114038,2022-10-10,9.07,37,155,4,6603,Yearly
2672,3,2159040,2020-03-13,11.16,36,174,1,5089,Quarterly
2673,8,1785341,2020-04-10,10.97,14,167,7,6661,Monthly
2674,8,3814382,2021-03-08,8.12,81,134,2,3878,Quarterly
2675,4,4573128,2021-04-22,6.8,37,110,10,6928,Monthly
2676,8,311395,2022-10-23,10.11,194,118,2,8482,Quarterly
2677,8,2867625,2023-04-29,9.28,192,182,9,3049,Yearly
2678,7,3412849,2023-03-30,7.62,205,170,5,6455,Quarterly
2679,4,3552598,2021-09-26,11.89,56,145,1,3290,Yearly
2680,2,1311666,2023-04-28,11.73,116,108,3,9610,Yearly
2681,2,2182332,2020-07-16,9.69,141,162,1,2783,Monthly
2682,3,2180251,2024-07-18,7.81,19,149,1,1669,Monthly
2683,5,4213702,2023-04-15,7.55,177,171,10,5602,Monthly
2684,7,4914181,2021-08-08,9.43,188,114,9,7281,Yearly
2685,1,2244812,2024-01-15,10.45,108,118,5,9089,Yearly
2686,1,2626604,2020-12-03,8.13,142,160,7,9443,Yearly
2687,3,3398614,2022-10-18,6.52,92,111,8,6920,Monthly
2688,1,2351746,2023-11-03,6.87,204,169,2,1765,Quarterly
2689,5,2594022,2022-08-04,7.77,39,115,7,5574,Monthly
2690,5,1064744,2020-10-16,7.95,131,145,5,8482,Monthly
2691,2,2014934,2021-06-16,7.13,43,111,2,9647,Yearly
2692,4,4085822,2020-11-20,6.79,151,103,4,6152,Monthly
2693,6,4386682,2024-09-13,7.07,172,197,7,4783,Yearly
2694,1,1684990,2021-07-05,7.52,13,160,3,2970,Quarterly
2695,2,4401716,2020-04-09,8.69,22,169,1,7274,Yearly
2696,8,2279694,2024-02-27,6.95,18,157,8,2939,Yearly
2697,3,767359,2020-03-24,8.54,185,185,3,4969,Quarterly
2698,5,3598590,2021-08-03,9.22,92,138,1,5158,Quarterly
2699,3,2177662,2021-09-10,11.23,138,129,10,1540,Quarterly
2700,2,2722491,2020-08-03,6.83,143,102,8,4788,Quarterly
2701,4,1205271,2023-04-13,10.12,135,188,5,7778,Monthly
2702,2,2524848,2022-05-31,7.95,95,175,5,9621,Monthly
2703,7,2930243,2021-10-01,7.35,172,133,6,7458,Yearly
2704,5,1677795,2021-12-25,6.64,225,116,7,4225,Yearly
2705,1,987214,2022-06-23,11.66,119,180,4,6022,Quarterly
2706,8,4684438,2024-06-17,9.64,238,195,1,9290,Monthly
2707,7,2797297,2020-08-05,10.38,213,179,6,1972,Monthly
2708,4,2582311,2023-11-13,8.06,93,168,6,1175,Yearly
2709,1,1492745,2020-06-27,10.1,144,175,5,6928,Quarterly
2710,6,2443401,2023-02-19,7.47,149,192,6,4791,Quarterly
